X1,X2,X3,X4,X5,X6,X7,X8,Y
-0.7698908672204421,0.039939199343415055,0.8182856864096155,0.9890518523345413,0.821682665982034,0.8584144132179671,0.3858455591047597,-0.3837276607211465,0.15822371671148805
0.2181330785589628,-0.7687529143995839,-0.15881345664438973,0.6436339296771254,0.7618479541930476,-0.17667986358793683,0.6361722323420399,-0.23231592542721452,-0.2699427835218523
-0.7332180716280234,0.7035661902884913,0.03830245721179093,0.2714127964346166,0.617433082068163,-0.03460850458475116,0.42869790243432376,0.23211707043164262,-0.5462214417315467
-0.5188207600693024,-0.929732488834442,-0.7002331733798897,-0.21835079626585896,-0.889011399303477,-0.7535868127498991,-0.37144828875572206,-0.4937773587219926,-0.17293544335334587
-0.34572188837772044,-0.10614918170495025,-0.9712721259223669,1.1740780713565593,0.7874244070887997,-0.9692414097575968,0.11795501485724347,-0.10647710144028893,-0.8591751431260071
0.7182749818971954,0.41506347437726965,0.007066566659570395,0.009824974277338236,0.12110677240435441,0.04796065146755657,0.2294959952249694,-0.5565521899719704,-0.11211010297536678
0.3321804261960515,0.018612190997478795,0.20241273641649848,-0.8682466319269291,-0.9144401272411193,0.2165769980630977,-0.2181271622885658,-0.36687630616179356,-0.06596341158720449
0.08232442456680755,0.41601939715817227,-0.8017117087263603,-0.6928433887481598,-0.9444105423354401,-0.8079359476215269,-0.5524342546383147,-0.3885989120571492,-0.5831017918259631
-0.9419723511512792,0.8184308961594919,-0.8197992771900362,-0.16280293093790196,-0.05446946968953381,-0.792926953006275,0.3002926435440461,0.4813908718661174,-1.122554346782863
0.46749659256056586,0.6362640235495967,0.5987659494767452,1.000877337454832,0.953313467715817,0.6204843580761508,0.8714016278688117,-0.0634644870879979,0.584212621152996
-0.2100999631379883,-0.3762829478170642,-0.17768327691358277,-0.1796550850184947,-0.9833655380365807,-0.19838371519066575,-0.5281246892674885,0.29846148928746913,0.10323935624625112
0.604094237257333,-0.49751198972107313,-0.7111612461479209,0.8010514096308421,0.7324676789333744,-0.6843134867256062,-1.3246177197054527,-0.21304824946208112,-0.823019333996575
