# ==================================================
# The below features have been synthesized with the following specs:
# Synthetic Method: PRC.
# Seed: 0.
# 50 examples (rows) are generated.
# 100 total features (columns) appear in the following order: 
# 10 relevant features.
# 90 irrelevant features. 
# ==================================================
3.041910,2.955965,3.213474,3.034967,2.821444,9.083820,8.911930,9.426948,9.069933,8.642887,3.067303,2.987055,3.355442,2.692789,3.268239,3.284249,2.777438,3.054415,2.723083,3.781936,2.765287,2.848975,2.644721,2.884626,2.998041,3.255930,2.796504,2.938075,2.527837,2.724199,3.918603,3.347081,2.739525,2.554201,2.674806,2.992770,3.011576,2.751880,2.571142,3.474126,3.150562,2.875144,2.926446,2.823490,2.021318,3.038554,2.643152,2.665772,2.786579,3.244101,2.609823,2.521906,3.213284,3.251456,2.680355,3.323432,3.592180,3.862171,3.228532,3.362844,3.277267,3.286337,3.960148,3.433085,3.809425,3.149761,3.461393,3.467576,3.622329,3.672737,3.392346,3.198286,3.944739,3.370430,3.124948,3.541714,3.206897,3.800754,3.690717,3.599932,3.015462,3.422553,3.552162,3.763826,3.340911,3.935630,3.446445,3.086180,3.436000,3.841130,3.188095,3.322490,3.977536,3.073434,3.338890,3.439381,3.481309,3.548428,3.685046,3.390980,0.601630
3.120532,3.434667,3.315694,2.765422,2.578193,9.241063,9.869333,9.631387,8.530843,8.156386,3.187466,2.902789,3.100431,2.579680,3.277631,3.401086,3.212358,3.186113,1.742575,3.086877,2.991518,2.950985,2.789807,3.018455,3.137372,2.912071,2.845559,3.409918,2.631544,3.343385,3.058937,2.731898,2.903339,2.693335,3.225022,3.115967,2.814401,2.632594,3.100572,3.319129,2.962055,3.139451,2.874658,3.022523,2.902906,3.098014,2.496742,3.214730,2.923356,3.119536,2.886563,3.106787,2.642479,3.396385,2.432152,3.034486,3.338713,3.021253,3.500895,3.869134,3.084203,3.406752,3.913064,3.830304,3.738308,3.710625,3.007717,3.435757,3.889475,3.722213,3.351940,3.560596,3.619179,3.863649,3.548648,3.854359,3.736824,3.996713,3.341206,3.515687,3.631017,3.014880,3.539161,3.470064,3.278713,3.615616,3.721288,3.670222,3.906356,3.465029,3.712075,3.179493,3.652882,3.132001,3.795979,3.811976,3.139272,3.924945,3.489137,3.913232,0.601438
2.792242,3.013775,2.224990,2.927069,2.584696,8.584484,9.027551,7.449979,8.854139,8.169393,2.653587,3.078555,3.487614,3.092709,2.917364,2.524970,2.936241,2.993374,3.563523,3.207375,2.490302,3.675593,2.868330,2.706847,3.491608,2.983415,2.877532,3.072929,3.281630,3.331112,2.541599,3.666160,3.315621,2.873600,2.727113,2.676996,3.041126,2.783995,2.745042,3.270418,3.121522,2.868476,3.244749,3.455793,2.635168,2.798903,3.314207,3.239647,3.075566,3.387474,2.637263,2.506954,2.711164,3.040848,2.734638,3.865049,3.353404,3.728984,3.881527,3.998942,3.253386,3.788985,3.387031,3.068047,3.280796,3.159218,3.722160,3.545302,3.151986,3.604670,3.160831,3.572063,3.343911,3.758551,3.493577,3.823898,3.351843,3.404956,3.273041,3.693693,3.927746,3.070555,3.583917,3.533991,3.842144,3.476801,3.630806,3.298053,3.616798,3.820671,3.118714,3.671677,3.117283,3.780794,3.521823,3.607873,3.398766,3.481519,3.177388,3.819737,0.535356
2.755911,2.818580,2.894567,3.137210,3.347504,8.511822,8.637161,8.789133,9.274420,9.695009,2.837594,2.675000,2.793190,2.665071,3.122489,3.264964,2.839851,2.930911,2.806322,3.177084,3.029685,3.531386,2.634843,3.120834,3.147997,2.879853,3.194511,2.520492,3.706268,2.552652,3.306602,2.626292,3.383628,2.871742,3.052808,3.017781,3.366911,2.892818,2.010939,2.746647,3.061237,2.853177,3.256607,3.338442,2.950743,2.503452,3.461388,3.361018,2.900270,3.702763,2.883708,2.620960,2.948042,3.359278,2.687516,3.246583,3.602403,3.685260,3.295788,3.120568,3.158952,3.142537,3.477527,3.343583,3.147825,3.892960,3.256856,3.000329,3.315033,3.257771,3.396030,3.236628,3.338070,3.556316,3.067382,3.068269,3.254866,3.440738,3.527022,3.304122,3.028824,3.885526,3.285120,3.500637,3.096614,3.142822,3.674144,3.238370,3.611576,3.525137,3.531697,3.899931,3.472947,3.913774,3.601337,3.742287,3.470992,3.634317,3.899055,3.589968,0.595024
2.957155,3.455488,2.778268,3.117170,3.301157,8.914310,9.910976,8.556537,9.234340,9.602313,3.650408,2.701158,3.318141,3.181487,2.948648,3.360178,2.500067,3.452524,2.978772,2.819188,3.249725,3.353300,3.256598,3.666501,3.360242,3.427836,2.820045,3.035508,3.187661,2.994086,3.100545,3.142035,3.281415,2.966130,2.883400,2.723895,2.702756,3.390817,2.971826,3.262315,2.567545,2.353944,2.650303,3.382209,3.356026,3.110680,2.732610,2.956399,2.900747,2.885009,2.164643,2.714025,2.936630,3.505476,3.053581,3.697696,3.193955,3.078595,3.952879,3.183159,3.313397,3.407585,3.817036,3.296655,3.157182,3.427466,3.825174,3.044038,3.533608,3.704040,3.466512,3.872534,3.381240,3.706965,3.168770,3.136322,3.634025,3.430057,3.539945,3.616611,3.281283,3.488705,3.841021,3.090530,3.571226,3.828230,3.020729,3.715461,3.201838,3.332324,3.003762,3.341134,3.835239,3.080184,3.916853,3.430074,3.494463,3.285072,3.935368,3.197955,0.620647
3.031337,2.752167,2.692758,2.847425,3.073398,9.062675,8.504334,8.385516,8.694849,9.146797,3.466963,2.868764,2.915770,1.700193,3.154443,3.182365,3.587920,2.837746,3.031385,2.764824,2.607914,2.762297,2.885000,3.451813,3.000737,2.736485,3.047293,3.072524,2.774589,3.381078,2.370550,2.928818,3.221689,2.553856,3.120418,3.430964,3.151224,2.436613,2.757268,3.410768,3.099445,2.996714,3.147067,3.240350,2.763845,2.903200,3.047638,2.818681,2.955516,3.432624,2.677393,3.642221,3.626448,2.428854,2.952992,3.779088,3.526354,3.315236,3.678354,3.792903,3.878638,3.062042,3.018463,3.271515,3.329015,3.268202,3.188865,3.281075,3.730997,3.359144,3.586876,3.551321,3.815982,3.666437,3.821784,3.552800,3.049596,3.362852,3.275717,3.208109,3.649907,3.828407,3.774408,3.306183,3.453941,3.294499,3.366738,3.449427,3.989218,3.080725,3.408694,3.915834,3.578396,3.358833,3.756979,3.981075,3.750084,3.911277,3.564116,3.300962,0.574326
2.663461,2.930275,2.946925,3.180282,3.071553,8.326921,8.860550,8.893850,9.360564,9.143106,3.114231,2.746376,2.752973,2.920861,3.246393,2.829555,3.608898,3.096658,2.965808,3.483087,3.208760,3.123096,2.889620,3.604662,3.270607,2.932196,2.474267,3.124317,2.618753,2.428018,2.906949,3.093824,3.427494,3.094151,3.268673,2.591372,2.992489,3.041404,3.287415,3.038687,3.268026,2.831934,3.119318,3.138289,2.583408,3.058513,2.893212,2.365304,3.319469,2.879380,2.715870,2.874228,3.046067,3.502636,2.944689,3.134991,3.942624,3.194338,3.795459,3.593886,3.406797,3.307079,3.016260,3.905795,3.563015,3.768409,3.659380,3.892055,3.103353,3.692223,3.703416,3.470870,3.192937,3.440148,3.019202,3.719066,3.987360,3.849576,3.495131,3.714014,3.320923,3.344990,3.382581,3.779031,3.354055,3.602334,3.793955,3.930171,3.698813,3.538074,3.815638,3.389880,3.466704,3.855072,3.057949,3.837677,3.781271,3.971022,3.289151,3.591896,0.589602
3.118458,2.782057,2.956795,3.261325,3.497810,9.236915,8.564114,8.913591,9.522650,9.995621,3.157469,3.457860,3.177850,3.356188,2.841163,3.257016,2.980675,3.358137,2.665480,2.740147,3.422911,2.934639,2.880346,3.025857,2.770168,3.443980,2.583612,2.949801,3.115651,2.965184,2.732571,2.710537,3.141798,2.656507,3.215414,2.491951,2.815006,3.012102,2.582616,3.217337,2.993820,2.654642,2.493704,2.478137,3.017011,2.614390,2.545040,2.922925,3.759167,3.092513,3.254306,3.070906,3.260994,2.552304,2.856496,3.893455,3.023088,3.823215,3.815694,3.650649,3.578231,3.956936,3.395316,3.391064,3.363618,3.503731,3.704759,3.439365,3.433136,3.188246,3.549532,3.213270,3.622199,3.979843,3.445473,3.152246,3.992551,3.390108,3.499815,3.873527,3.708423,3.465340,3.862947,3.248422,3.181692,3.651923,3.382075,3.534847,3.751257,3.472079,3.939774,3.147064,3.839009,3.788959,3.118038,3.551238,3.783949,3.414800,3.485204,3.745493,0.620795
2.580311,3.504641,3.448625,3.260437,3.088152,8.160623,10.009283,9.897250,9.520874,9.176304,3.087117,2.994028,2.936002,2.778041,2.913872,2.741934,2.192722,2.601831,3.158551,3.519026,3.604527,3.032251,3.297795,3.302659,2.769247,2.434020,3.010296,2.412600,2.893357,3.202706,2.526644,3.010765,3.413339,3.120504,3.174107,3.302247,3.577654,3.050474,3.409834,2.978610,2.817944,3.104940,2.798062,2.808957,2.797420,2.234859,3.035166,2.578722,2.964244,3.483323,2.826333,2.819330,3.454636,3.182102,3.325509,3.861556,3.393604,3.837117,3.812334,3.118623,3.668838,3.823775,3.837044,3.418155,3.215517,3.170792,3.852582,3.333523,3.805818,3.608234,3.217285,3.419694,3.806751,3.870122,3.352766,3.780473,3.057252,3.528766,3.138408,3.962457,3.698370,3.354496,3.961388,3.100193,3.449172,3.308567,3.992431,3.088465,3.527597,3.222835,3.695471,3.470643,3.852937,3.716120,3.761285,3.314715,3.156316,3.386316,3.037443,3.243479,0.627596
2.895359,3.486007,3.653419,3.600545,3.438368,8.790718,9.972014,10.306839,10.201090,9.876736,2.881570,3.249361,2.771277,2.774666,3.198748,2.800542,3.255706,3.797228,2.437949,2.749265,3.373382,2.951641,3.387030,2.663312,3.110448,2.949815,3.046790,3.110372,2.593331,2.641954,3.466415,3.097738,3.035449,2.985308,3.118847,2.614688,2.666991,3.434836,3.050425,3.283434,2.798112,3.458908,3.115093,3.160415,3.182910,2.734330,2.378093,2.641732,3.543508,3.433561,2.884360,2.899441,3.345535,2.943863,2.566913,3.614289,3.201816,3.038663,3.563374,3.780508,3.189147,3.923136,3.341730,3.530363,3.632983,3.548413,3.582565,3.103459,3.500281,3.749837,3.141470,3.928727,3.063445,3.779992,3.386956,3.293645,3.849538,3.820900,3.607025,3.381221,3.789604,3.150686,3.399976,3.421273,3.159020,3.403244,3.367640,3.143388,3.148278,3.965518,3.068757,3.123879,3.966781,3.950327,3.335409,3.102789,3.608660,3.438097,3.952057,3.128335,0.678183
