X1,X2,X3,X4,X5,X6,Y
-0.250919762305275,-0.015798090682347322,-0.21272895944511583,-0.252718363066603,-0.0006595125418931147,0.45999662197994073,0.03652934741851289
0.9014286128198323,0.7324770425912882,-0.05312868124995718,-0.33417580753719345,0.4934935450251885,-0.6309760088025769,-0.09564368848867977
0.4639878836228102,0.09988951838172262,0.7090947864043606,-0.6476921749942799,0.12533356131266626,-0.30672061126022765,-0.76817617408085
0.1973169683940732,0.007682336088219286,-0.3199912278802157,0.21453334020297588,-0.8333948337764072,0.3265612737156365,-2.6129985671377827
-0.687962719115127,-0.32560773481912025,0.7392993696243426,-0.04675167898274224,-0.6288395264328892,-0.03582131095104013,17.200451721352596
-0.6880109593275947,-0.32567623484378483,-0.823731138046617,0.7314019846480073,-0.5613436319381617,0.47714207726978763,-2.0988987490140625
-0.8838327756636011,-0.6904151427727203,0.5535968744172615,-0.9357808390358835,-0.4842714927103102,0.9224158024457194,-1.6799061174772314
0.7323522915498704,0.392789739390078,0.6950952661094727,0.2877358551102527,0.13080678390100853,-0.766906624569605,0.4122068587685102
0.2022300234864176,0.008270597711137488,-0.6363646943253225,0.5258977570231222,0.007931559650786957,0.41913543279612187,-0.3074686419906318
0.416145155592091,0.07206668243703523,-0.13930693525559912,0.5189731383766141,-0.5936799232715821,-0.539311688735771,1.1005181740963237
-0.9588310114083951,-0.8815079143633304,-0.6690004506726888,0.7721479341910502,-0.8648903130886259,-0.1710465451848615,3.7681956617654526
0.9398197043239886,0.8301061638845851,0.4132082579884355,0.45806748565898814,-0.6571355910505638,-0.9342745484097204,1.6306448254648478
0.6648852816008435,0.29392745722110997,0.07069553612331347,0.8556201232953926,0.9687626252372066,-0.7281852354146021,-0.9801773892234695
-0.5753217786434477,-0.19042871783436666,0.27064669341664205,-0.3346868003582171,-0.06290610041705547,-0.36044542190220064,-0.10533852299886673
-0.6363500655857988,-0.2576844902480835,-0.6070260660875777,0.006418833503086141,0.7346910094042249,-0.3160283894240301,-2.5835012707288785
-0.6331909802931324,-0.2538657773781145,-0.576508275895161,-0.9718406734342186,0.6975049333376866,0.7991704329241915,1.1819127001211132
-0.39151551408092455,-0.06001321979196024,-0.9170053489801873,-0.9860848253934176,0.023039114925747395,0.4836258185330302,0.8919061633552886
0.04951286326447568,0.0001213819542148136,-0.35586492960854055,-0.5197467590969602,0.41337541692108704,0.9443659363740822,0.6228090303728859
-0.13610996271576847,-0.0025215625459561425,0.1194893226673499,-0.7983856057218295,-0.6144959791745754,0.19814302067048106,-3.1991950280439596
-0.4175417196039162,-0.07279467751821096,0.7158698279946576,-0.4795772641284928,0.3767934098538166,-0.5165725358173641,-1.1454557553413527
0.22370578944475894,0.0111951952162936,0.3338548949173614,-0.6459134109432052,-0.45523084147342097,-0.3446899401567143,1.1162502348564198
-0.7210122786959163,-0.37482451023480107,-0.12920735320049714,-0.9429599503227035,0.6641241935083015,-0.36032815341606583,-2.0873812330677493
-0.4157107029295637,-0.07184120664293175,0.9062402287882756,0.8186082928120988,-0.8325517337821802,-0.3470113446734968,3.0692824380427783
-0.2672763134126166,-0.01909331849734305,0.4384904011516637,-0.983553737222217,0.546277345770555,0.34592834622363133,1.1287922600691283
-0.08786003156592814,-0.0006782254226644079,0.8603304057251,0.4721642886741708,-0.8001261868627609,0.06161585618083243,-12.580179810482136
0.5703519227860272,0.18553623096602315,0.055175946544331333,-0.6957042261609669,0.7623784737886179,-0.22915164382671138,-3.180873078630707
-0.6006524356832805,-0.21670539702584427,-0.4821914504137208,0.8244592439992,-0.3915909637299926,-0.7018204625425668,-0.05459586269453409
0.02846887682722321,2.3073368398324695e-05,-0.894346627270556,0.7855918791797716,0.3087867296611495,-0.9557216741157082,-1.0256611092628483
0.18482913772408494,0.0063140979134564,0.452169702967701,0.30780229273851467,-0.024995442759440323,-0.5623306448246148,0.1899426526620767
-0.9070991745600046,-0.7463874273214645,-0.7573940039889318,0.3444682996012103,-0.26739370947532204,-0.7850571920626375,-0.5992851491477579
0.21508970380287673,0.009950819865753859,-0.39444974345606565,-0.9893217160606229,0.2908836663669929,0.5708900617044788,0.9097149426755832
-0.6589517526254169,-0.2861283248477225,0.06494181576779479,0.9697431322272041,0.8950459611024759,-0.7750040843722292,-1.3741551302084836
-0.869896814029441,-0.6582687234051221,0.12883317555949536,0.7556652071516288,-0.9174605052507563,0.44845647461367233,-2.560211885734139
0.8977710745066665,0.7235971138715631,0.20116639397427205,0.790212451460184,0.8377057117662086,-0.22868262044783472,-2.8421315615342784
0.9312640661491187,0.807641332495333,-0.6674893393005987,0.3184890741017439,0.21816331004202705,-0.853243220512448,0.2543836722037789
0.6167946962329223,0.23465072035296902,-0.2405251903567025,-0.31042614269092694,0.6146286015381046,0.6254600988631716,1.2898509517204448
-0.39077246165325863,-0.0596721728488042,0.2343884542339334,0.7872972981809616,-0.23225009313144485,0.1592611404732267,-1.3334006817407535
-0.8046557719872323,-0.5209912060457033,0.9396377292675695,-0.4169661436976153,-0.05631405032477255,-0.5284769742728539,-0.7829780646347047
0.3684660530243138,0.05002561619030856,0.45526227539937736,0.12542308668440572,0.737701503602328,0.7893623486653358,1.041658853283412
-0.1196950125207974,-0.0017148579987798058,0.8452075141879156,-0.8005380553122352,-0.17030406038035384,-0.9094833722588971,-0.49108200965012694
-0.7559235303104423,-0.431950113720467,0.5244241166283541,0.8439112602655003,0.06931913349816998,-0.5963607836044742,-0.09231208597245141
-0.00964617977745963,-8.975653014229027e-07,0.18343393778480088,-0.7184590844575733,-0.9596101538313342,0.504093855611722,-2.035424579554447
-0.9312229577695632,-0.8075343831494929,-0.6159532617273109,-0.5502063885391855,-0.6828039883239154,0.4187558606197783,-2.014237384029685
