X1,X2,X3,X4,X5,X6,X7,Y
-0.250919762305275,-0.07549551935445471,0.25739992534469336,-0.7506147172558728,0.026374772849561846,0.5848758398705177,-0.84800947576614,-0.3235944734622176
0.9014286128198323,0.4934466058443444,-0.9084814327806611,1.3163573247118194,0.26032170142265076,1.2311957404405667,1.3059063579489805,1.0751273560372132
0.4639878836228102,0.0586674438792756,-0.37850310605882326,1.2461400286434303,-0.395145541517793,0.8219002640011869,0.9242079662180336,-0.030013525378660255
0.1973169683940732,0.09902970928995995,-0.5349155987755707,-1.6049157412585944,-0.20430090503826184,-0.7992283571964519,0.6404118012330947,0.12372059301006745
-0.687962719115127,-0.27184474452413226,0.8580733460716252,-1.468143678979905,-1.2716326547194026,0.4120532303690669,-1.0547369829274151,-0.7874939959950619
-0.6880109593275947,-0.2828576100627272,-0.41300998231472696,-1.7150704579733684,-2.596878630257014,-0.17615661421495807,1.797760715125443,-0.5955974425167677
-0.8838327756636011,-0.7184144729601682,0.49818858448728287,1.8587836915125544,0.28968091185054645,-0.07317196963634935,-1.0127867504877557,-0.7174525363450959
0.7323522915498704,0.2648866657680994,2.0101992475719856,0.08758797626580349,-0.8733046438122272,-0.5656663894322512,0.8236233243421057,1.0122665159639004
0.2022300234864176,0.05980002987358423,1.2628615445176543,-0.05232219642473413,0.3940726565612827,-0.0934652427900046,-0.2946503533511206,0.3210513516363972
0.416145155592091,-0.01136149856642725,-0.43921485686763406,0.5554716366546496,0.93510554388491,0.857301082973589,-0.59247057151181,-0.1892261577224913
-0.9588310114083951,-0.6630982410252848,-0.34643789298865063,-0.963403694149563,-0.015684707555987196,-0.8622232862105843,-1.3937270586997148,-1.4280645642789376
0.9398197043239886,0.8871568847200367,0.4553196595572467,-0.18032146548022132,0.2595959662533309,0.01648109954059477,1.1041796717245638,0.6666158945921521
0.6648852816008435,0.23586262696571486,-1.6686627070136322,-1.1834091561095446,-1.473314241090242,1.5651110893269253,-0.9323402858995999,0.523764985639229
-0.5753217786434477,-0.2515672425732295,-0.8620854950098128,0.6054459206938656,0.8019265960762537,-0.46912007570898917,-0.9431564368372657,-0.049934633407391016
-0.6363500655857988,-0.2669789109094423,0.49291084812374153,-0.9516505534219848,-1.7507523866715193,-0.3923007314303893,0.4366062316996661,-1.2178195590122551
-0.6331909802931324,-0.2778159695802895,-0.12431339614548602,0.3608560597787542,-0.4950519314243865,0.8166669991498587,0.7949582700358503,-0.8118985043784823
-0.39151551408092455,0.05167015776103519,1.9351362874003422,1.0606102561008774,-1.0086008093231145,0.07637529220256467,0.7195331527482434,0.08498923502610034
0.04951286326447568,0.018762998928619448,-0.6184426549843884,-0.11715217841264647,0.025244185874402095,-0.10009310877556027,0.08766225657021859,-0.10042587398383043
-0.13610996271576847,-0.07568473643680895,-1.0468389862150573,0.8256648505413127,-0.12150685468131342,1.623757119193883,-1.3227484062579316,0.09409786220564356
-0.4175417196039162,0.11624939099736732,-0.8896175886602026,-1.2098135518142252,-1.546873181920014,-1.336541648158056,0.05179397883014758,-0.4873127410678679
0.22370578944475894,0.016126028368315865,0.01404053719712835,-1.1905036163027316,-0.6069439735396445,-0.13513225343113536,-1.8347952576553537,0.35209741810712036
-0.7210122786959163,-0.29794054263791137,-0.16082968616578383,0.21987182103137917,-1.393812672355952,-0.4783406786582619,0.3274964731894147,-0.8352485506006866
-0.4157107029295637,-0.13266385738740769,2.2303596488319384,-0.21291913012427535,-0.6276954945614528,-1.594975027672242,0.47623723436772164,-0.08217796656538667
-0.2672763134126166,0.01721824427710929,-0.39911571852552363,-1.4114991434051893,0.33263215435598203,-0.8689593190245839,0.1684286456146482,-1.0398045171158343
-0.08786003156592814,0.030432773691655115,0.05444456336457185,-0.4829810155422792,-1.5413668418465787,-0.03272284789327768,-0.8624113311084097,-0.26951603576020067
0.5703519227860272,-0.0034286982435921542,0.8841818151951191,1.2017620823822044,1.670299820371597,-1.5274315075978817,0.9074444984812212,0.7186382611331813
-0.6006524356832805,-0.015177885979780231,-0.10798056134293389,-0.7058030325018516,-0.4995458653113172,-0.12459806938320186,0.4228893725769041,-0.33380481168018405
0.02846887682722321,0.12908751946065306,0.5556069842518202,0.025181354718554268,0.6731289645660609,-0.2619491605707236,-2.212428953436457,0.774945188204137
0.18482913772408494,-0.033405433701142365,0.3949066359501769,-0.3911281548037288,2.248089573181875,0.9953512067602945,-1.6542057409476323,-0.01068319570870327
-0.9070991745600046,-0.85661440136705,0.8372050226472976,0.1931391235190379,-1.6542627510492425,0.31754335245421506,0.3213752638054741,-0.1673582936295681
0.21508970380287673,0.044706981246109063,-1.4078781703965773,0.3492909319448609,-0.47439701617327434,-0.03826044412258227,-0.4626743538735922,-0.11442220952695853
-0.6589517526254169,-0.27745855490628285,0.8078494136349023,0.5911883821255071,-0.30191524090065736,-0.06819798072130584,-1.0807502053506342,0.005371453146904903
-0.869896814029441,-0.6227018285487992,-0.13828364464101,0.5204098696903603,-0.9310263770875058,-0.4422758348678248,-0.3137741396643851,-0.46116325068025477
0.8977710745066665,0.742754853490972,0.18717858533399576,0.8252223891189294,1.1109860596933736,-0.47929676958381895,-1.017851886865147,0.4410417846905551
0.9312640661491187,0.8582654314259256,-0.38665813551339834,0.426203507195574,-0.18968295844613775,0.05151457799781066,0.4994226997317781,1.0847836847750296
